Count of A1C Result Value,A1c Min Value,A1c Avg Value,A1c Max Value
3,9.8,9.97,10.2
5,6.7,7.24,8.1
4,8.2,9.25,10.1
14,6.5,7.35,8.3
2,5.7,5.8,5.9
9,7.6,8.09,8.6
6,8.2,10.07,11.1
5,7.2,7.7,8.4
7,9.3,9.77,10.6
8,6.7,7.46,8.6
3,5.8,7.8,11.3
2,6.5,6.55,6.6
8,5.2,5.53,5.8
5,5.7,5.98,6.8
4,6,6.63,7
6,6.4,7.5,9.5
1,6.1,6.1,6.1
4,8.5,10.8,13.6
3,6.8,9.37,10.9
6,7.7,9.32,11.4
5,8.1,9.26,11.6
4,7.5,7.8,8.3
4,5.7,5.88,6
3,6.4,6.73,7
9,7,7.57,8.3
6,8.9,10.13,12.6
9,6.1,6.48,7.1
2,11.9,12.3,12.7
3,5,5.1,5.2
8,7.4,8.3,9.1
1,5.8,5.8,5.8
1,10.8,10.8,10.8
3,4.6,4.73,5
6,7.6,8.78,10.9
6,7.5,8.48,9.4
3,6.7,7.13,7.7
1,5.9,5.9,5.9
8,6.8,8.11,11.2
7,7.2,10.44,12.3
4,6.6,7,7.6
4,5.3,5.68,6.3
3,7.2,7.4,7.8
4,6.2,6.38,6.5
7,6.7,7.44,8.1
6,6.4,7.07,7.8
3,6,6.2,6.5
6,6.7,7.12,7.7
5,8.6,9.56,11
1,6.6,6.6,6.6
8,6.2,7.21,8.5
8,5.3,6.24,7.2
3,7.2,7.6,8.2
4,7.9,8.38,9.3
5,6.6,6.74,6.9
3,6.1,6.23,6.4
8,7.2,8.54,9.6
6,7.7,8.37,9.6
6,7,7.25,7.8
2,6.7,7.85,9
4,10.6,12.33,13.8
3,7.9,10.3,13.6
5,6.6,7.3,7.7
2,6,6.1,6.2
9,5.6,6.12,7.9
2,8.4,9.15,9.9
11,5.8,7.5,9
6,6.9,7.1,7.4
2,6.4,6.4,6.4
3,6.2,6.67,7.2
2,8,9.3,10.6
3,10.1,10.67,11.4
3,6.2,6.6,7.1
6,6.4,7.22,8.3
4,7.7,8.2,8.7
4,7.1,8.83,10.9
4,6.6,8.38,10.2
5,6.2,6.64,6.9
5,8,9.62,11.6
3,6.4,6.63,6.9
5,5.4,5.98,6.6
5,6.5,7.76,10.4
4,5.4,5.58,5.7
5,6.3,6.7,7
4,4.7,4.95,5.1
8,10,11.06,12.1
12,6.2,6.83,7.8
5,5.5,5.72,6
8,6.8,8.56,10.2
12,6.6,7.86,8.7
5,9.9,11.74,14
4,9.7,10.43,11
3,7.1,7.33,7.8
4,6.4,7.1,7.8
3,5.6,5.93,6.3
5,6.3,7.68,9.9
3,10.2,10.7,11.6
3,7.5,8.3,8.9
4,11.5,12.83,14
3,7,7.43,8.3
4,6,6.98,8.7
4,6.4,7.15,7.9
6,5.4,6.1,6.6
4,6.8,8.4,9.8
6,6.4,7.02,7.8
3,6.1,6.57,6.9
2,4.7,4.8,4.9
4,5.5,5.6,5.7
7,8,10.7,14
3,9.9,10.7,12
10,6.5,7.96,9.8
1,7.3,7.3,7.3
6,6.1,9.65,14.3
2,8.1,8.5,8.9
3,11.3,11.47,11.6
6,6.3,6.93,7.2
11,6.6,7.51,8.2
4,6.2,6.5,7
9,6,7.48,8.7
2,5.2,5.55,5.9
3,9.4,10.73,12.5
1,7.8,7.8,7.8
4,7.1,7.65,8.2
4,7.1,8.45,10
3,7.2,7.4,7.7
6,6.3,6.67,7.2
1,9.4,9.4,9.4
5,5.4,5.54,5.6
11,8.5,9.01,9.9
5,8.6,9.1,9.9
4,6.4,6.73,6.9
7,6.3,7.36,8.2
5,8.1,8.24,8.4
6,6.4,6.68,7.1
11,8,8.74,10
2,11.9,12.95,14
3,12.7,13.4,13.9
4,7.5,8.18,8.8
3,7.2,7.77,8.6
8,7.5,8.18,9
4,7.2,7.93,8.6
7,9.8,10.73,12.1
5,5.9,6.84,7.5
1,4.7,4.7,4.7
1,6.9,6.9,6.9
6,6.9,7.88,8.8
5,5.6,7.08,8.4
1,7.4,7.4,7.4
5,7.2,7.36,7.5
3,6.3,8.67,13.3
5,7.3,7.9,8.6
10,7.1,8.13,10.5
4,5.8,6.28,6.8
8,5.3,5.61,6.1
6,5.6,5.72,5.9
4,5.8,5.98,6.2
3,10.1,10.33,10.6
9,6.3,7.03,7.8
7,6.6,7.71,8.5
1,7.2,7.2,7.2
4,12.5,13.05,13.9
5,6.6,6.82,7.2
5,8.3,8.82,9.8
3,6.7,6.87,7.1
3,6.6,7.47,8.4
3,12.6,13.2,14
1,6.5,6.5,6.5
3,4.2,4.3,4.4
1,7.7,7.7,7.7
5,7.5,8.32,9
9,6,6.59,7.2
4,10.8,11.08,11.4
9,7.1,7.8,9.4
13,6.7,7.48,8.7
4,7.7,7.88,8
6,6.3,6.65,6.9
6,7.3,9.95,12.6
10,8.7,9.9,11.2
4,5.8,6.28,6.9
1,9,9,9
7,4.8,6.47,8.2
6,7.2,8.62,10.1
3,7.3,7.53,8
1,11.4,11.4,11.4
3,6.2,6.33,6.6
4,7.7,8.15,8.7
2,6.5,6.95,7.4
12,6.3,7.21,8.2
5,7.8,8.98,11.7
2,7.5,7.6,7.7
5,8.7,10.48,11.6
2,9.6,10.1,10.6
5,6.1,6.72,7.6
5,13.2,14.22,14.9
7,6.3,7.09,8.5
4,8.1,8.78,9.2
6,7,7.3,7.8
2,10.6,10.8,11
2,6.2,6.25,6.3
3,6.8,7.1,7.4
2,6.4,7.4,8.4
7,9.5,10.09,10.9
5,5,5.38,5.8
12,6.2,7.07,7.9
3,7.8,8.93,10.6
21,6.1,7.4,9.7
3,6.6,6.77,6.9
5,7.3,8.28,9.4
6,6.8,6.92,7.1
6,7.3,8.03,9
5,7.9,8.74,10
3,5.8,6.23,6.7
2,5.1,5.25,5.4
3,9.1,9.37,9.6
5,7.8,9.16,10.7
6,7.7,8.33,8.9
3,6.2,6.57,7
8,6.6,8.64,11.3
11,6,6.69,7.6
6,8,8.15,8.3
3,6.7,6.97,7.2
5,6.4,6.92,7.4
2,7.8,7.95,8.1
6,5.7,5.83,6.2
6,6.3,6.82,7.3
7,5.1,6.9,12.2
2,6.5,6.85,7.2
7,7.2,7.93,8.8
5,6.1,6.32,6.7
6,5.2,6.33,7.6
3,8,8.7,9.1
2,6.9,7.3,7.7
4,6,6.68,7.3
4,8.5,9.73,10.5
2,6.4,6.5,6.6
9,6.9,7.41,7.9
4,8,8.45,9
5,5.5,6.24,6.8
1,8.8,8.8,8.8
2,7.8,8.25,8.7
2,10,11.5,13
3,10.5,11.67,13
5,7.4,8.14,9.1
5,6.5,7.02,7.3
5,7.7,8.12,8.6
6,6,6.42,7.2
7,10.7,11.99,13.1
3,9,9.43,9.8
7,10.8,12.9,14.4
6,6.8,7.72,8.7
6,6.8,7.05,7.4
3,8.5,8.9,9.1
5,10.8,11.48,12.2
1,6.6,6.6,6.6
5,6.8,8.1,9.2
10,6.8,7.21,8
8,7.3,7.78,8.1
6,5.5,5.87,6.3
3,8.4,8.87,9.1
7,6.8,7.61,8.6
4,6,6.25,6.5
4,9.5,10.58,11.1
4,8.8,10.35,12
3,6.8,7.5,8
3,6.6,6.93,7.2
7,9.2,10.6,11.7
6,5.1,5.23,5.4
7,5.3,5.8,6.2
7,6,6.3,7.2
2,10.7,10.75,10.8
3,6.5,7.1,8.1
6,6.2,6.82,7.9
1,9.4,9.4,9.4
3,8.5,10.9,12.2
4,8,9.98,11.4
7,10,12.1,18.1
10,8.4,8.93,10.1
4,6.5,6.75,7
4,6.1,6.35,6.6
2,12,12.1,12.2
2,7.4,8.1,8.8
3,7.6,8.37,8.8
11,6.2,7.25,8.6
6,6,6.28,6.7
3,6.3,6.83,7.3
7,7.2,7.77,8
5,6.5,9.46,13.7
6,8.3,10.62,12.4
2,7.9,8.15,8.4
1,5.6,5.6,5.6
4,6.6,7.03,7.6
9,5.1,6.37,8.3
9,8.8,10.09,10.7
2,11.9,12.15,12.4
2,5.2,5.4,5.6
8,6.3,7.15,8.4
6,6.5,7.88,8.7
5,5,5.16,5.4
9,6.8,7.48,7.9
5,6.3,7.58,8.6
2,5.9,6.35,6.8
4,7.9,8.2,8.5
3,6.5,7.1,7.5
3,6.2,7.7,8.5
4,9,10.2,11.1
6,7.1,8.08,8.6
1,7.6,7.6,7.6
4,6.1,7.1,7.8
4,7.4,8.25,8.9
2,8.1,8.25,8.4
7,9.6,10.31,11.9
1,9.6,9.6,9.6
5,7.8,8.16,8.5
4,5.5,6.18,7.6
2,10.1,10.8,11.5
5,8.1,10.28,12.4
4,6.2,6.68,7.2
7,6,6.37,6.9
2,7.9,8,8.1
7,9.6,9.87,10.1
5,6.6,7.28,8
5,8.2,9.76,11.3
3,5.9,6.13,6.4
3,8,10.47,12.1
5,5.4,5.56,5.9
4,6.9,7.03,7.1
2,6.3,6.55,6.8
2,8,8.1,8.2
8,4.7,5.31,5.8
4,8.3,9.35,10.8
9,8.1,11.87,17.8
3,8.7,10.23,11.4
10,5.8,6.01,6.4
5,8.3,9.68,12.1
4,11.2,12.95,13.8
5,7.4,7.84,8.5
7,6.2,7.29,8.1
4,10.3,11.58,13.9
7,7.2,11.69,14
2,7.4,8.05,8.7
8,5.4,5.64,5.8
9,4.8,6.38,7.2
4,4.6,4.98,5.4
4,7,7.1,7.2
3,8.7,9.23,9.5
8,7.7,8.63,10.3
2,4.8,4.9,5
2,5.9,6.15,6.4
3,7,7.2,7.5
8,13.5,14.03,15
4,6.8,8.18,9.2
3,8.5,9.1,9.8
4,7.7,9.4,11.9
9,6.8,10.09,11.7
3,11.6,12.7,14.5
3,4.9,5.3,5.5
7,6.9,9.47,12.7
4,5.6,6.88,7.8
7,5.8,5.96,6.3
7,6.6,7.36,8.2
7,5.5,5.71,6.1
4,5.8,6,6.2
5,7.6,9.34,10.3
2,5.6,5.7,5.8
1,7.1,7.1,7.1
2,8.3,9.25,10.2
3,6.2,6.77,7.4
7,6.7,7.16,7.6
1,7.6,7.6,7.6
4,6.2,6.53,7.4
5,8.5,10.1,12.4
3,6.7,6.77,6.9
2,9.3,9.55,9.8
5,5.8,7.52,11.3
4,8.1,8.55,9.4
7,6.8,7.46,8.3
6,7.6,8.52,10.1
4,7.6,7.88,8
8,5.7,7.85,11
3,7,8.7,10.6
6,6.4,6.57,6.8
4,9.2,10.45,11.9
4,6.9,8.83,10.5
4,6.8,10.58,18.7
1,6.8,6.8,6.8
4,6.3,8.23,9.6
3,6,6.13,6.2
3,7.4,8.53,10.6
7,5.9,6.14,6.4
7,7.2,7.8,8.6
4,7.7,8.5,10.3
7,5.4,5.73,6
3,9.3,10.63,11.5
3,5,5.53,6.3
16,7,8.53,10.3
4,8.4,8.88,9.1
5,8.2,9.98,12.7
9,6,6.6,7.3
3,7.4,7.83,8.1
3,11.7,12.53,13.3
3,4.6,4.8,5
5,6.3,6.4,6.7
4,8,9.48,10.4
6,7.4,7.93,9
3,7.3,8.13,9.4
3,7.6,7.9,8.1
8,7.1,7.76,8.5
6,6.8,8.05,9
3,7.9,8.37,9.1
5,5.3,5.42,5.8
3,6.2,7.53,8.7
3,7.4,8.67,10.8
2,11.4,12.65,13.9
13,5.8,6.45,7.4
7,8.1,10.21,12.6
5,7.4,7.9,8.3
4,6.6,7.03,7.2
7,6.9,7.76,8.9
5,5.8,6.1,6.2
21,6.8,7.79,9.8
3,6.9,8.97,12.3
6,5.5,5.8,6.3
4,7,7.38,7.7
2,7.1,7.55,8
7,6.1,6.66,7.8
2,11.8,12.9,14
5,7,7.24,7.5
8,6.6,7.13,8
5,6.4,7,8.9
4,6.5,9,10.1
7,10.2,12.83,15.9
1,6.3,6.3,6.3
8,8.4,9.29,10.4
2,6.8,8.45,10.1
3,5.9,6.13,6.4
6,6.7,7.48,7.9
4,9.6,10.08,11.2
3,10.1,10.53,10.9
7,6.3,6.8,7.5
4,6.2,6.7,7.1
3,5.6,6.57,8.2
2,8,8.6,9.2
8,6.5,7.28,9.6
7,8.2,8.84,9.8
5,5.8,7.04,8.2
2,5.6,5.7,5.8
4,7.4,7.68,8
4,7.7,8.38,9
2,6,6.2,6.4
2,8.3,8.4,8.5
9,6.5,6.9,7.3
2,8.5,8.55,8.6
9,6.7,7.64,8.7
3,6.8,8,8.6
3,7.7,9.1,10.8
6,11.1,14.12,16.9
5,6.5,6.74,7
3,8.1,9.07,10.6
2,5.4,5.4,5.4
4,5.8,6.43,7.2
7,6.1,6.41,6.8
2,6.7,6.8,6.9
11,5.3,5.83,7.2
3,8.1,8.9,9.8
4,5.5,5.65,5.8
5,5.4,5.72,6.5
4,7,7.5,8.6
7,6.5,7.44,8.6
5,8,8.68,9.3
2,6.6,7.6,8.6
2,6.2,6.7,7.2
3,6.9,10.07,12.5
4,6.2,8,11.3
2,6.9,7.1,7.3
2,5.8,5.95,6.1
4,9.4,10.83,12.3
1,8.8,8.8,8.8
4,6.4,6.48,6.5
8,7.8,9.15,10.5
6,6.4,6.85,7.4
1,6.4,6.4,6.4
5,6.6,7.92,10.4
4,8.2,8.73,9
4,11.5,11.68,11.8
1,9,9,9
4,6.2,6.55,7
9,7.2,7.89,9.3
3,8.4,8.7,9.2
5,8.5,9.62,10.8
3,6.3,6.9,7.3
6,5.9,6.13,6.8
20,7.9,11.12,13.6
5,9.4,10.02,10.7
5,5.8,6.22,6.7
1,7.7,7.7,7.7
5,7.5,8.44,9.2
4,7.3,7.73,8.6
3,7.2,7.37,7.7
6,9,9.53,10.4
3,6.8,9.9,12.1
6,6.3,8.97,10.6
6,5.9,6.25,6.6
3,5.7,5.8,5.9
5,5.8,5.96,6.3
4,6,6.3,6.8
1,7.7,7.7,7.7
5,6.9,7.58,8.1
5,5.6,5.9,6.1
5,7.8,9.9,12.2
1,9.2,9.2,9.2
3,7.6,7.67,7.7
5,6.2,7.04,7.6
7,9.7,10.84,11.7
6,5.9,6.23,6.8
5,6.4,7.28,9.2
4,8.5,9.53,10.3
2,6.3,6.4,6.5
8,6.1,6.8,7.6
3,6.8,7.57,8.5
4,6.6,7.33,8
6,6.8,9.13,11.5
8,8.2,9.55,10.4
5,6.4,7.02,7.4
4,6.4,6.48,6.5
7,7,8.03,8.8
4,6.4,6.8,7.1
6,4.8,6.03,7.3
6,7.5,8.62,9.7
4,6,7.23,8.2
3,6.8,7,7.3
3,5.8,5.93,6.1
4,7.8,8.1,8.4
10,7.6,8.65,10.8
6,9.6,10.28,11
1,5.4,5.4,5.4
4,9.3,10.28,10.9
8,6.5,7.36,8.5
4,8.8,9.4,9.6
3,6.7,7,7.3
2,9.1,9.85,10.6
4,6.2,7.23,8.4
5,8.3,8.92,9.4
3,4.9,5.23,5.5
5,9.5,10.74,11.7
7,5.4,6.59,7.3
2,5.5,5.6,5.7
1,13.2,13.2,13.2
3,6.9,6.97,7
5,10.2,12.42,13.9
3,8.2,8.73,9.3
9,5.6,6.17,8
5,8.7,9.22,10
2,8.3,8.35,8.4
6,6.6,7.32,7.6
4,6.4,6.85,7.1
7,5.7,6.01,6.4
8,8.6,9.53,10.6
3,8.4,9.27,10.9
2,5.6,5.9,6.2
5,7.6,8.4,9.3
4,6.8,7.45,8.5
7,5.6,6,6.4
6,8.7,12.9,17.3
1,12.9,12.9,12.9
5,5.1,5.18,5.3
5,9,9.7,11.2
2,6.4,7.5,8.6
4,8,8.88,10.5
4,7.2,7.63,8
3,5.5,5.63,5.7
8,4.6,4.85,5.1
5,7.8,8.56,9.7
6,7.1,7.45,8.2
4,7.9,8.1,8.4
8,6.7,7.26,8.2
8,6.5,7.04,7.5
9,9.6,11.19,12.6
6,6.8,8.73,10
2,6,6.05,6.1
4,5.7,6.13,6.5
1,7.7,7.7,7.7
3,6.5,8.87,13.6
5,7.4,11.98,14.9
9,6,8.57,14
7,6.8,7.14,7.7
6,6.6,7.03,7.5
4,7.1,7.38,7.9
1,5.7,5.7,5.7
7,11.4,12.43,13.9
5,5.6,5.96,6.7
3,7.6,8.67,10.6
3,6,6.6,7
7,7.4,8.63,9.6
2,9.5,10.7,11.9
5,6.4,6.88,7.3
7,7.1,7.79,8.7
5,6.8,8,9.3
3,6.2,6.6,7.1
8,7.4,8.23,8.7
2,8.3,8.35,8.4
5,7.5,8.28,8.9
5,8.4,9.1,10.2
1,14,14,14
5,13.8,14.34,15.9
14,6.1,6.74,7.4
4,6.4,6.73,7.1
5,5.9,6.38,6.7
3,5.8,5.9,6
5,7,7.4,7.9
4,6.3,6.63,7.2
3,5.4,6.1,7.2
4,8,9.38,10.9
8,8.4,9.05,9.5
6,6,6.47,6.7
1,7.1,7.1,7.1
6,8.1,8.7,9.4
5,5.8,6.28,6.7
4,7.3,7.55,7.8
3,8.4,8.7,9
9,8.3,9.89,12.2
1,8.4,8.4,8.4
7,6.3,7.03,8.5
7,6.6,7.03,7.5
7,7.3,9.64,11
7,6.5,8.23,11.4
4,5.4,5.73,6.3
5,6,6.46,6.7
9,7.4,8.14,8.8
4,5.6,7.1,9
8,9.6,10.53,11.4
3,6.8,7.13,7.5
11,6.7,7.55,8.2
4,5.1,5.38,5.9
6,5.7,5.88,6
2,8.4,8.95,9.5
2,10.7,10.8,10.9
4,7.1,7.98,8.6
3,6.6,8.83,10.9
4,7.5,7.98,9
4,7,7.4,7.6
8,6.9,7.93,8.9
10,6.8,8.01,10.5
3,6.7,6.77,6.8
5,7.7,8.66,9.3
7,6.5,7.17,7.7
4,7,8.2,9.7
8,6.9,8.59,10.2
10,6.7,7.16,7.8
3,6.8,6.9,7
5,6.7,8,9.7
7,8,10.09,12.2
8,5.4,5.96,6.7
6,8.4,10.03,10.6
5,7.9,9.1,10.7
4,8.2,9.7,11.4
1,12.1,12.1,12.1
9,7.4,8.08,8.9
4,7.4,8.3,9
9,6.8,7.31,7.8
3,7.2,7.37,7.5
4,6.1,6.23,6.4
1,5.5,5.5,5.5
3,5.4,5.5,5.7
6,10.7,11.8,12.5
8,6.1,7.48,8.7
4,8,8.9,10
4,6,6.8,7.2
5,5.4,6.26,7.5
5,6.4,7.98,9.1
6,5.9,6.07,6.4
2,7.7,8.1,8.5
5,8.8,9.22,9.6
5,6.9,8.18,9.6
4,6.2,6.33,6.5
4,6.1,7.28,8.2
5,5.6,6.42,7.1
5,8.9,11.84,14
3,6.2,6.33,6.4
2,6.1,6.7,7.3
4,7.5,7.93,8.7
5,5.3,5.82,6.2
4,6,6.45,6.7
10,6.6,7.32,9.2
1,7.4,7.4,7.4
5,6.6,6.74,6.9
5,5.8,6.22,6.8
1,10.7,10.7,10.7
8,6.6,7.08,7.6
4,6.8,7.33,7.9
5,7.7,9.64,11.5
5,7.7,8.88,10.4
1,9.5,9.5,9.5
6,4.9,5.87,6.2
3,10.4,11.63,14
5,8.9,10.62,12.5
5,6.2,7.32,7.8
5,7.9,9.14,10.4
5,5.2,5.52,5.8
4,5,5.35,6
2,9,9.2,9.4
6,7.5,8.17,8.9
2,9.7,9.7,9.7
4,11.1,11.75,12.4
4,9.4,10.25,11.9
4,10.1,11.6,12.6
6,7.6,8.85,9.9
7,7.2,10.71,13.9
6,9,10.25,12.2
5,7.8,9.8,12.2
9,5.4,6.01,7.4
1,11.8,11.8,11.8
6,10.2,11.6,13.4
11,5.8,6.13,6.7
1,10.1,10.1,10.1
7,6.1,7.34,8.2
2,5.5,5.55,5.6
5,7.3,7.9,8.7
5,8.4,9.12,9.9
3,8.8,9,9.3
3,6.1,6.3,6.5
7,7.7,8.83,10.1
5,5.8,8,10.5
3,8.2,9.77,11.2
3,4.9,5.2,5.4
9,5.4,7.92,9.9
3,6.3,9.17,12.2
4,6.7,7.2,7.7
5,6.5,7.2,7.8
2,5.4,5.4,5.4
3,11.3,12.73,14
3,6.6,7,7.2
6,6.3,6.83,7.4
3,10.1,10.6,11.5
5,9,9.48,10.1
12,7,7.81,8.2
4,4.9,5.05,5.3
8,8.1,11.11,15.1
7,5.9,6.21,6.6
2,7.1,7.7,8.3
3,11.2,11.3,11.4
4,6.5,6.95,7.6
5,5.6,6.64,7.9
2,6.7,8.95,11.2
3,6.4,6.7,7
4,5.6,6.68,8.7
2,9.4,10.2,11
6,5.8,6.03,6.3
5,7.3,7.7,8.3
10,5.3,5.99,6.9
7,6.9,7.13,7.5
1,10,10,10
1,12.2,12.2,12.2
10,5.6,7.83,13.5
5,5.5,5.6,5.7
7,7.8,9.1,10.4
2,7.6,8,8.4
10,5.1,5.79,7
3,5.3,5.73,6
3,4.7,4.87,5.1
1,8.4,8.4,8.4
7,6.7,7.83,8.6
4,6.9,7.13,7.5
4,7.7,8.25,8.9
5,7.4,8.34,9.2
5,6,7.3,8.1
4,5.7,6.4,7
7,5.9,7.34,11.7
6,6.3,7.05,8.9
4,9.9,11.05,12.4
5,5.7,6.2,6.7
4,5.8,6.2,6.7
6,6.3,6.65,7.1
4,6.4,7,7.6
2,6.4,6.45,6.5
5,6,7.52,8.6
2,4.8,5.15,5.5
2,5,5.65,6.3
4,8,8.75,9.4
5,5.7,6.42,6.8
5,6.3,6.7,7.2
3,6.3,6.4,6.5
3,5.8,6.1,6.6
4,5,5.28,5.5
2,8.4,8.5,8.6
1,9.9,9.9,9.9
5,9.1,11.02,12.8
3,6.7,6.77,6.8
6,6.2,6.82,7.7
5,9.2,9.94,10.5
5,5.6,6.78,7.6
6,7.2,8.4,9.7
7,6.8,7.8,9.4
4,6.4,7.23,8.3
3,5.4,6.7,8.7
2,11.1,11.25,11.4
4,6.4,6.7,6.9
2,7.7,9.2,10.7
6,7.8,8.57,9.5
6,6.3,7.32,9
1,7.4,7.4,7.4
3,9.7,10.77,11.6
3,6.1,6.13,6.2
4,7.2,7.78,8.1
8,7.4,7.8,8.4
6,5.7,7.35,8.7
4,6.3,6.95,7.5
6,6.6,7.12,7.7
3,10.8,11,11.4
3,7.6,8.07,8.4
9,7.1,7.74,8.4
7,9.5,10.53,14
2,8.7,9.7,10.7
8,6,7.15,8
4,6.4,6.55,6.8
10,7.7,9.3,12.1
3,8.2,8.33,8.6
2,6.3,6.85,7.4
3,9.4,9.73,9.9
4,9.4,12.68,14.9
3,6.4,6.6,6.9
4,7.7,9.03,11.1
5,4.9,5.4,6.7
9,5.2,5.54,6.2
5,7.8,8.74,9.6
2,6.7,6.75,6.8
6,6.3,7.42,8.1
2,6.1,6.8,7.5
6,6.7,7.33,8.6
2,15.9,16.5,17.1
7,6.3,9.69,12.8
6,7.1,8.82,10.6
1,6.2,6.2,6.2
4,12.7,14.03,15.5
4,8.3,9.65,11.7
3,8.8,9.13,9.5
5,4.9,5.04,5.2
5,5.9,8.76,9.8
2,9.6,10.15,10.7
1,7.6,7.6,7.6
7,5.9,9.8,14.1
1,5,5,5
7,6,6.5,7.1
10,7.4,7.87,9.1
8,6.9,8.83,13.5
10,8,9.43,10.5
4,6.3,6.55,6.9
5,7.8,8.4,9.5
3,7,7.17,7.3
5,6.5,6.9,7.8
4,7,7.43,8.4
4,6.4,7.83,10.1
1,7,7,7
11,7,8.53,10.5
4,8.4,9.73,10.6
3,6,6.17,6.3
6,7.9,8.23,8.4
2,7.5,7.65,7.8
9,9.9,10.49,10.9
5,9.8,10.78,11.8
6,6.2,6.67,7.2
5,7.4,7.8,8.1
3,7,7.03,7.1
6,6.4,7.18,8.3
3,6.2,6.73,7.1
1,9.7,9.7,9.7
2,6.8,7.55,8.3
5,7.3,8.4,9.3
2,4.9,4.95,5
3,16.7,17.47,18
3,6.8,7.73,8.5
3,7.2,8.23,9
1,8.8,8.8,8.8
4,6.8,7.18,7.7
2,6.6,6.85,7.1
5,5.2,6.28,7.2
5,7.4,8.44,9.6
6,7.1,7.7,8.2
5,9.1,10.56,11.7
2,7.1,7.3,7.5
5,9.4,11.38,14.8
3,6.4,7,7.6
9,5.6,6.81,8.5
9,8.1,8.81,9.6
3,6.5,6.83,7.4
4,6.7,7.18,7.7
4,6.2,6.98,8.6
3,6.9,7.47,8.4
5,7.8,9.44,10
3,7.1,7.7,8.5
4,6.1,6.58,6.8
4,6.4,7.73,8.7
3,6.2,7.9,9.1
4,7.4,8.28,8.9
1,8.6,8.6,8.6
4,7.6,8.4,9.6
4,5.5,6.38,7.7
4,6.7,7.13,7.4
5,7.6,10.38,11.9
7,7.6,8.77,9.7
5,7.5,7.7,8.1
5,6.4,7.36,8
6,5.9,6.23,7
13,7.3,7.84,8.2
5,7.2,8.78,10.2
6,5.6,5.88,6.1
2,8.3,8.8,9.3
6,6.1,6.47,6.7
9,7.7,8.1,8.4
4,7.9,8.13,8.4
3,6.4,7.97,9
6,7.4,8.95,10.9
13,4.9,5.36,6.3
5,7.1,8.32,9.4
5,6,6.2,6.3
6,9.7,10.2,10.7
4,8.6,8.98,9.5
2,6.7,6.9,7.1
8,7,7.65,9.2
8,6.9,7.7,8.5
7,5.8,6.27,7.1
1,10.6,10.6,10.6
2,5,5,5
4,5.1,5.23,5.3
3,7,7.6,8.4
1,5.5,5.5,5.5
8,5.6,6.8,8.1
10,10.5,12.22,14
3,7.2,7.27,7.4
2,7.9,8.4,8.9
15,5.6,7.67,9.5
6,7.9,8.9,10
3,6.4,11.37,17.3
3,6.5,7.03,7.3
3,6.7,7.07,7.6
9,7.4,9.1,10.2
6,6.3,6.55,7.3
8,5.7,6.15,6.7
4,11.8,12.63,14.1
6,6.4,6.95,7.6
2,10.2,10.2,10.2
4,7.3,8.88,10
4,7.6,8.1,8.6
2,13.4,13.45,13.5
5,8.7,9.1,9.4
7,5.6,5.87,6
4,4.8,5.03,5.2
2,10.4,11.6,12.8
10,6.1,6.7,7.4
5,5.1,6.28,9.4
5,9.1,11.54,13.6
1,8.4,8.4,8.4
5,7.9,8.96,9.8
6,8.3,9.23,10.4
5,6.3,6.5,6.7
8,5.6,5.95,6.2
9,5.6,6.68,8.1
10,6.9,7.35,8.3
11,5.7,6.13,6.8
3,6.7,7.6,8.9
2,11.3,11.3,11.3
4,8.1,9.53,12
5,5.9,6.06,6.3
5,7.1,7.76,8.9
6,5.7,6.5,7.5
3,6.5,7,7.3
2,9.3,9.5,9.7
2,8.1,8.3,8.5
2,7.2,8.6,10
4,8,8.78,9.8
5,8.2,8.64,8.9
6,6.1,7.83,9.7
4,7,7.35,8.2
7,11.2,12.13,15.1
4,9,9.38,10.1
4,6.7,8.13,9.6
3,7.4,8.4,9
6,9.1,9.78,10.4
8,6.6,8.19,9.4
6,5.2,5.63,6.3
6,6.8,7.02,7.3
6,7.3,8.17,8.9
2,8.6,9.25,9.9
3,6.5,6.8,7
4,6,9.4,14.3
3,7,7.23,7.6
2,6.3,6.3,6.3
12,7.6,8.5,10.6
4,8.6,9.78,10.9
7,7.9,8.64,10
4,6.2,6.88,7.6
4,5.1,5.48,5.9
3,7.7,9.93,11.4
3,7.3,7.8,8.7
9,6.7,7.29,8.3
3,6.5,8.97,11.8
8,6.2,6.45,6.9
7,6.7,7.79,9.3
3,10.7,11.5,12
8,7.3,8.78,10.2
6,9.4,10.03,10.8
3,8.1,8.8,9.7
1,11.2,11.2,11.2
2,7.4,9.15,10.9
9,9,9.83,10.5
7,8.2,8.63,9.4
6,5.7,6.05,6.8
10,9.7,10.91,13
4,10.2,12.25,14
2,6.8,6.8,6.8
1,8.6,8.6,8.6
7,7.8,9.74,12
3,12.2,13.73,16.3
2,13.3,13.65,14
2,5.6,5.8,6
8,7.4,8.49,10.3
4,5.8,5.9,6
3,9.4,10.37,10.9
3,6.8,6.97,7.1
4,5.4,5.98,6.6
4,6,6.4,6.6
3,7.5,7.97,8.9
4,5.3,6.03,6.4
4,7.3,7.58,7.9
4,7.4,7.65,8
2,7.6,7.65,7.7
4,4.6,4.93,5.1
1,9.1,9.1,9.1
6,5.9,6.23,6.7
5,5.2,5.46,5.8
9,6.8,8.88,10.9
4,7.4,7.68,8.1
5,5.9,7.4,8.7
3,8.9,9.5,10.1
